"date","account","category","amount","currency","converted.amount","currency.1","description"
"06/06/2016","Expense Account 1","Entertainment","-550","INR","-550","INR",""
"06/06/2016","Expense Account 1","Commuting","-15","INR","-15","INR",""
"06/06/2016","Expense Account 1","Entertainment","-50","INR","-50","INR",""
"07/06/2016","Expense Account 1","Commuting","-14","INR","-14","INR",""
"07/06/2016","Expense Account 1","Entertainment","-135","INR","-135","INR",""
"07/06/2016","Expense Account 1","Entertainment","-536","INR","-536","INR",""
"07/06/2016","Expense Account 1","Home Food","-177","INR","-177","INR",""
"08/06/2016","Expense Account 1","Commuting","-56","INR","-56","INR",""
"08/06/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"09/06/2016","Expense Account 1","Commuting","-46","INR","-46","INR",""
"09/06/2016","Expense Account 1","Entertainment","-72","INR","-72","INR",""
"09/06/2016","Expense Account 1","Miscellaneous","-594","INR","-594","INR",""
"09/06/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"09/06/2016","Expense Account 1","Miscellaneous","-25","INR","-25","INR",""
"09/06/2016","Expense Account 1","Entertainment","-65","INR","-65","INR",""
"10/06/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"10/06/2016","Expense Account 1","Commuting","-26","INR","-26","INR",""
"10/06/2016","Expense Account 1","Commuting","-9","INR","-9","INR",""
"10/06/2016","Expense Account 1","Entertainment","-53","INR","-53","INR",""
"11/06/2016","Expense Account 1","Entertainment","-700","INR","-700","INR",""
"12/06/2016","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"13/06/2016","Expense Account 1","Miscellaneous","-402","INR","-402","INR",""
"13/06/2016","Expense Account 1","Entertainment","-23","INR","-23","INR",""
"13/06/2016","Expense Account 1","Miscellaneous","-58","INR","-58","INR",""
"13/06/2016","Expense Account 1","Commuting","-29","INR","-29","INR",""
"13/06/2016","Expense Account 1","Entertainment","-483","INR","-483","INR",""
"14/06/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"14/06/2016","Expense Account 1","Home Food","-180","INR","-180","INR",""
"14/06/2016","Expense Account 1","Entertainment","-52","INR","-52","INR",""
"15/06/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"16/06/2016","Expense Account 1","Home Food","-103","INR","-103","INR",""
"16/06/2016","Expense Account 1","Miscellaneous","-88","INR","-88","INR",""
"17/06/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"17/06/2016","Expense Account 1","Commuting","-10","INR","-10","INR",""
"20/06/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"21/06/2016","Expense Account 1","Entertainment","-850","INR","-850","INR",""
"21/06/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"21/06/2016","Expense Account 1","Commuting","-26","INR","-26","INR",""
"21/06/2016","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"21/06/2016","Expense Account 1","Home Food","-212","INR","-212","INR",""
"22/06/2016","Expense Account 1","Commuting","-23","INR","-23","INR",""
"23/06/2016","Expense Account 1","Commuting","-77","INR","-77","INR",""
"23/06/2016","Expense Account 1","Commuting","-56","INR","-56","INR",""
"24/06/2016","Expense Account 1","Commuting","-7","INR","-7","INR",""
"24/06/2016","Expense Account 1","Commuting","-70","INR","-70","INR",""
"25/06/2016","Expense Account 1","Entertainment","-682","INR","-682","INR",""
"27/06/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"27/06/2016","Expense Account 1","Home Food","-48","INR","-48","INR",""
"27/06/2016","Expense Account 1","Commuting","-75","INR","-75","INR",""
"27/06/2016","Expense Account 1","Home Food","-71","INR","-71","INR",""
"28/06/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"28/06/2016","Expense Account 1","Commuting","-50","INR","-50","INR",""
"29/06/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"29/06/2016","Expense Account 2","Miscellaneous","-14,798","INR","-14,798","INR",""
"30/06/2016","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"30/06/2016","Expense Account 1","Entertainment","-135","INR","-135","INR",""
"30/06/2016","Expense Account 1","Commuting","-27","INR","-27","INR",""
"01/07/2016","Expense Account 1","Commuting","-170","INR","-170","INR",""
"01/07/2016","Expense Account 1","Entertainment","-1,350","INR","-1,350","INR",""
"01/07/2016","Expense Account 1","Commuting","-10","INR","-10","INR",""
"04/07/2016","Expense Account 1","Commuting","-15","INR","-15","INR",""
"04/07/2016","Expense Account 1","Miscellaneous","-8","INR","-8","INR",""
"05/07/2016","Expense Account 1","Home Food","-72","INR","-72","INR",""
"05/07/2016","Expense Account 1","Entertainment","-457","INR","-457","INR",""
"05/07/2016","Expense Account 1","Miscellaneous","-55","INR","-55","INR",""
"06/07/2016","Expense Account 1","Commuting","-36","INR","-36","INR",""
"06/07/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"06/07/2016","Expense Account 1","Home Food","-120","INR","-120","INR",""
"06/07/2016","Expense Account 1","Miscellaneous","-89","INR","-89","INR",""
"07/07/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"07/07/2016","Expense Account 1","Commuting","-26","INR","-26","INR",""
"08/07/2016","Expense Account 1","Miscellaneous","-529","INR","-529","INR",""
"08/07/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"08/07/2016","Expense Account 1","Commuting","-14","INR","-14","INR",""
"12/07/2016","Expense Account 1","Commuting","-121","INR","-121","INR",""
"12/07/2016","Expense Account 1","Miscellaneous","-190","INR","-190","INR",""
"12/07/2016","Expense Account 1","Commuting","-5","INR","-5","INR",""
"13/07/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"13/07/2016","Expense Account 1","Home Food","-138","INR","-138","INR",""
"13/07/2016","Expense Account 1","Commuting","-28","INR","-28","INR",""
"14/07/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"14/07/2016","Expense Account 1","Commuting","-9","INR","-9","INR",""
"15/07/2016","Expense Account 1","Commuting","-31","INR","-31","INR",""
"15/07/2016","Expense Account 1","Entertainment","-405","INR","-405","INR",""
"16/07/2016","Expense Account 1","Entertainment","-250","INR","-250","INR",""
"17/07/2016","Expense Account 1","Home Food","-60","INR","-60","INR",""
"17/07/2016","Expense Account 1","Home Food","-70","INR","-70","INR",""
"18/07/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"18/07/2016","Expense Account 1","Home Food","-137","INR","-137","INR",""
"19/07/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"19/07/2016","Expense Account 1","Home Food","-85","INR","-85","INR",""
"21/07/2016","Expense Account 1","Entertainment","-50","INR","-50","INR",""
"22/07/2016","Expense Account 1","Entertainment","-75","INR","-75","INR",""
"22/07/2016","Expense Account 1","Commuting","-30","INR","-30","INR",""
"24/07/2016","Expense Account 1","Entertainment","-3,240","INR","-3,240","INR",""
"24/07/2016","Expense Account 1","Miscellaneous","-415","INR","-415","INR",""
"26/07/2016","Expense Account 1","Commuting","-87","INR","-87","INR",""
"26/07/2016","Expense Account 1","Commuting","-3","INR","-3","INR",""
"26/07/2016","Expense Account 1","Entertainment","-23","INR","-23","INR",""
"26/07/2016","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"27/07/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"27/07/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"27/07/2016","Expense Account 1","Home Food","-108","INR","-108","INR",""
"28/07/2016","Expense Account 1","Commuting","-23","INR","-23","INR",""
"28/07/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"28/07/2016","Expense Account 1","Home Food","-24","INR","-24","INR",""
"29/07/2016","Expense Account 1","Entertainment","-790","INR","-790","INR",""
"29/07/2016","Expense Account 1","Commuting","-16","INR","-16","INR",""
"29/07/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"29/07/2016","Expense Account 1","Home Food","-20","INR","-20","INR",""
"29/07/2016","Expense Account 1","Miscellaneous","-40","INR","-40","INR",""
"30/07/2016","Expense Account 1","Entertainment","-480","INR","-480","INR",""
"31/07/2016","Expense Account 1","Miscellaneous","-54","INR","-54","INR",""
"31/07/2016","Expense Account 1","Home Food","-100","INR","-100","INR",""
"31/07/2016","Expense Account 1","Entertainment","-630","INR","-630","INR",""
"31/07/2016","Expense Account 1","Miscellaneous","-12","INR","-12","INR",""
"31/07/2016","Expense Account 1","Miscellaneous","-265","INR","-265","INR",""
"02/08/2016","Expense Account 1","Commuting","-33","INR","-33","INR",""
"02/08/2016","Expense Account 1","Home Food","-52","INR","-52","INR",""
"03/08/2016","Expense Account 1","Commuting","-60","INR","-60","INR",""
"03/08/2016","Expense Account 1","Home Food","-61","INR","-61","INR",""
"04/08/2016","Expense Account 1","Commuting","-40","INR","-40","INR",""
"04/08/2016","Expense Account 1","Entertainment","-992","INR","-992","INR",""
"04/08/2016","Expense Account 1","Commuting","-10","INR","-10","INR",""
"04/08/2016","Expense Account 1","Miscellaneous","-40","INR","-40","INR",""
"04/08/2016","Expense Account 1","Miscellaneous","-29","INR","-29","INR",""
"04/08/2016","Expense Account 1","Home Food","-70","INR","-70","INR",""
"05/08/2016","Expense Account 1","Commuting","-16","INR","-16","INR",""
"05/08/2016","Expense Account 1","Commuting","-5","INR","-5","INR",""
"06/08/2016","Expense Account 1","Miscellaneous","-887","INR","-887","INR",""
"06/08/2016","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"07/08/2016","Expense Account 1","Home Food","-15","INR","-15","INR",""
"08/08/2016","Expense Account 1","Miscellaneous","-43","INR","-43","INR",""
"08/08/2016","Expense Account 1","Commuting","-7","INR","-7","INR",""
"09/08/2016","Expense Account 1","Home Food","-85","INR","-85","INR",""
"09/08/2016","Expense Account 1","Entertainment","-50","INR","-50","INR",""
"10/08/2016","Expense Account 1","Commuting","-68","INR","-68","INR",""
"11/08/2016","Expense Account 1","Commuting","-35","INR","-35","INR",""
"11/08/2016","Expense Account 1","Home Food","-48","INR","-48","INR",""
"12/08/2016","Expense Account 1","Commuting","-8","INR","-8","INR",""
"12/08/2016","Expense Account 1","Commuting","-10","INR","-10","INR",""
"13/08/2016","Expense Account 1","Entertainment","-860","INR","-860","INR",""
"13/08/2016","Expense Account 1","Commuting","-40","INR","-40","INR",""
"13/08/2016","Expense Account 1","Home Food","-120","INR","-120","INR",""
"13/08/2016","Expense Account 1","Miscellaneous","-170","INR","-170","INR",""
"14/08/2016","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"14/08/2016","Expense Account 1","Home Food","-145","INR","-145","INR",""
"15/08/2016","Expense Account 1","Miscellaneous","-203","INR","-203","INR",""
"15/08/2016","Expense Account 1","Home Food","-131","INR","-131","INR",""
"15/08/2016","Expense Account 1","Entertainment","-20","INR","-20","INR",""
"17/08/2016","Expense Account 1","Commuting","-55","INR","-55","INR",""
"17/08/2016","Expense Account 1","Home Food","-34","INR","-34","INR",""
"17/08/2016","Expense Account 1","Miscellaneous","-122","INR","-122","INR",""
"17/08/2016","Expense Account 1","Home Food","-39","INR","-39","INR",""
"17/08/2016","Expense Account 1","Home Food","-125","INR","-125","INR",""
"19/08/2016","Expense Account 1","Commuting","-68","INR","-68","INR",""
"19/08/2016","Expense Account 1","Commuting","-44","INR","-44","INR",""
"19/08/2016","Expense Account 1","Home Food","-87","INR","-87","INR",""
"20/08/2016","Expense Account 1","Miscellaneous","-489","INR","-489","INR",""
"21/08/2016","Expense Account 1","Home Food","-24","INR","-24","INR",""
"21/08/2016","Expense Account 1","Entertainment","-39","INR","-39","INR",""
"22/08/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"22/08/2016","Expense Account 1","Commuting","-29","INR","-29","INR",""
"22/08/2016","Expense Account 1","Home Food","-61","INR","-61","INR",""
"23/08/2016","Expense Account 1","Commuting","-12","INR","-12","INR",""
"23/08/2016","Expense Account 1","Home Food","-56","INR","-56","INR",""
"24/08/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"24/08/2016","Expense Account 1","Home Food","-90","INR","-90","INR",""
"24/08/2016","Expense Account 1","Home Food","-25","INR","-25","INR",""
"25/08/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"25/08/2016","Expense Account 1","Commuting","-25","INR","-25","INR",""
"25/08/2016","Expense Account 1","Entertainment","-12","INR","-12","INR",""
"26/08/2016","Expense Account 1","Commuting","-16","INR","-16","INR",""
"27/08/2016","Expense Account 1","Miscellaneous","-1,729","INR","-1,729","INR",""
"28/08/2016","Expense Account 1","Entertainment","-990","INR","-990","INR",""
"28/08/2016","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"29/08/2016","Expense Account 1","Commuting","-15","INR","-15","INR",""
"29/08/2016","Expense Account 1","Commuting","-60","INR","-60","INR",""
"29/08/2016","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"30/08/2016","Expense Account 1","Commuting","-16","INR","-16","INR",""
"30/08/2016","Expense Account 1","Home Food","-72","INR","-72","INR",""
"30/08/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"31/08/2016","Expense Account 1","Commuting","-14","INR","-14","INR",""
"31/08/2016","Expense Account 1","Commuting","-50","INR","-50","INR",""
"01/09/2016","Expense Account 1","Commuting","-16","INR","-16","INR",""
"01/09/2016","Expense Account 1","Commuting","-7","INR","-7","INR",""
"02/09/2016","Expense Account 1","Commuting","-36","INR","-36","INR",""
"03/09/2016","Expense Account 1","Home Food","-62","INR","-62","INR",""
"03/09/2016","Expense Account 1","Miscellaneous","-302","INR","-302","INR",""
"04/09/2016","Expense Account 1","Home Food","-75","INR","-75","INR",""
"05/09/2016","Expense Account 1","Entertainment","-500","INR","-500","INR",""
"05/09/2016","Expense Account 1","Commuting","-18","INR","-18","INR",""
"05/09/2016","Expense Account 1","Commuting","-10","INR","-10","INR",""
"05/09/2016","Expense Account 1","Miscellaneous","-1,000","INR","-1,000","INR",""
"06/09/2016","Expense Account 1","Commuting","-22","INR","-22","INR",""
"06/09/2016","Expense Account 1","Clothes","-1,537","INR","-1,537","INR",""
"06/09/2016","Expense Account 1","Miscellaneous","-19","INR","-19","INR",""
"06/09/2016","Expense Account 1","Home Food","-33","INR","-33","INR",""
"06/09/2016","Expense Account 1","Entertainment","-215","INR","-215","INR",""
"07/09/2016","Expense Account 1","Commuting","-12","INR","-12","INR",""
"07/09/2016","Expense Account 1","Commuting","-85","INR","-85","INR",""
"07/09/2016","Expense Account 1","Miscellaneous","-531","INR","-531","INR",""
"08/09/2016","Expense Account 1","Commuting","-40","INR","-40","INR",""
"09/09/2016","Expense Account 1","Miscellaneous","-734","INR","-734","INR",""
"09/09/2016","Expense Account 1","Miscellaneous","-1,834","INR","-1,834","INR",""
"10/09/2016","Expense Account 1","Miscellaneous","-7,682","INR","-7,682","INR",""
"10/09/2016","Expense Account 1","Home Food","-50","INR","-50","INR",""
"13/09/2016","Expense Account 1","Commuting","-60","INR","-60","INR",""
"13/09/2016","Expense Account 1","Commuting","-20","INR","-20","INR",""
"13/09/2016","Expense Account 1","Commuting","-13","INR","-13","INR",""
"14/09/2016","Expense Account 1","Entertainment","-873","INR","-873","INR",""
"14/09/2016","Expense Account 1","Commuting","-80","INR","-80","INR",""
"14/09/2016","Expense Account 1","Home Food","-45","INR","-45","INR",""
"15/09/2016","Expense Account 1","Commuting","-38","INR","-38","INR",""
"15/09/2016","Expense Account 1","Home Food","-40","INR","-40","INR",""
"15/09/2016","Expense Account 1","Home Food","-25","INR","-25","INR",""
"15/09/2016","Expense Account 1","Home Food","-116","INR","-116","INR",""
"17/09/2016","Expense Account 1","Home Food","-52","INR","-52","INR",""
"17/09/2016","Expense Account 1","Entertainment","-220","INR","-220","INR",""
